Unnamed: 0,dt,order_id,waybill_id,courier_id,da_id,is_courier_grabbed,is_weekend,estimate_arrived_time,is_prebook,poi_id,sender_lng,sender_lat,recipient_lng,recipient_lat,grab_lng,grab_lat,dispatch_time,grab_time,fetch_time,estimate_meal_prepare_time,arrive_time,order_push_time,platform_order_time
932,20221019,932,932,801,11,1,0,1666160290,0,693,174537490,45890057,174536793,45900943,174545554,45890293,1666158434,1666158444,1666159342,1666158421,1666159829,1666158432,1666158421
933,20221019,933,933,768,0,1,0,1666164600,1,694,174545760,45876300,174562024,45859804,174545714,45877105,1666161734,1666161777,1666162587,1666158607,1666164521,1666158619,1666158607
934,20221019,934,934,802,5,1,0,1666160745,0,637,174561508,45890484,174547865,45879736,174572765,45895761,1666159274,1666159295,1666159893,1666158875,1666160692,1666158888,1666158875
935,20221019,935,935,803,6,1,0,1666161172,0,27,174941524,46043106,174968329,46035121,174940818,46043306,1666159375,1666159389,1666160065,1666157563,1666160719,1666159372,1666157563
936,20221019,936,936,804,5,1,0,1666161287,0,695,174566316,45898999,174559123,45908766,174566383,45895841,1666159574,1666159577,1666159902,1666159481,1666160476,1666159491,1666159481
937,20221019,937,937,805,9,1,0,1666161420,0,696,174633913,45878846,174656195,45870686,174634512,45879877,1666159791,1666159794,1666159983,1666159556,1666161228,1666159560,1666159556
938,20221019,938,938,806,13,1,0,1666161667,0,697,174594249,45885082,174608813,45874287,174575226,45904241,1666159941,1666159955,1666160541,1666159566,1666161159,1666159567,1666159566
939,20221019,939,939,807,6,1,0,1666161401,0,698,174941977,46052423,174933143,46054787,174945537,46052496,1666159615,1666159632,1666159844,1666159587,1666160109,1666159604,1666159587
940,20221019,940,940,808,0,1,0,1666161078,0,699,174581321,45862879,174566364,45869428,174570299,45860221,1666159724,1666159750,1666160933,1666159268,1666162211,1666159279,1666159268
941,20221019,941,941,131,6,1,0,1666161600,0,19,174942316,46050732,174942954,46066128,174942226,46052237,1666159825,1666159841,1666160199,1666159782,1666160579,1666159801,1666159782
942,20221019,942,942,570,9,1,0,1666161767,0,14,174648139,45875400,174634834,45880186,174648965,45879109,1666160091,1666160101,1666160865,1666159958,1666161535,1666159968,1666159958
943,20221019,943,943,809,0,1,0,1666162126,0,700,174583536,45861655,174563047,45863520,174576986,45862205,1666160414,1666160423,1666160817,1666159717,1666161567,1666160326,1666159717
944,20221019,944,944,810,5,1,0,1666165299,0,353,174554750,45894980,174486833,45894916,174584822,45863300,1666160354,1666160356,1666161041,1666159888,1666162794,1666160260,1666159888
945,20221019,945,945,525,0,1,0,1666161942,0,701,174569758,45867403,174575340,45866543,174570509,45866149,1666160414,1666160420,1666160894,1666160116,1666161245,1666160141,1666160116
946,20221019,946,946,811,1,0,0,1666162600,0,292,174556330,45902660,174550218,45920725,0,0,1666160954,0,0,1666160785,0,1666160800,1666160785
947,20221019,947,947,812,13,0,0,1666162653,0,216,174577992,45893484,174588537,45905095,0,0,1666161051,0,0,1666160852,0,1666160853,1666160852
948,20221019,948,948,813,5,1,0,1666163559,0,15,174565946,45898786,174536612,45905158,174572491,45890592,1666161285,1666161326,1666162570,1666161149,1666163292,1666161159,1666161149
949,20221019,949,949,814,0,1,0,1666163957,0,144,174545760,45876300,174545594,45890592,174544207,45878003,1666162094,1666162139,1666162305,1666161795,1666163154,1666161799,1666161795
950,20221019,950,950,663,0,1,0,1666164404,0,702,174545431,45875564,174548314,45891690,174545423,45877499,1666162454,1666162474,1666163066,1666162165,1666163923,1666162196,1666162165
951,20221019,951,951,663,0,0,0,1666165393,0,703,174545336,45875471,174545745,45892533,0,0,1666163324,0,0,1666162745,0,1666162754,1666162745
952,20221019,952,952,815,8,1,0,1666164555,0,704,174585237,45902158,174588012,45905360,174587543,45901553,1666162784,1666162795,1666163160,1666162745,1666163457,1666162760,1666162745
953,20221019,953,953,816,19,1,0,1666164673,0,705,174566481,45895523,174570632,45909368,174566539,45894377,1666162904,1666162910,1666163699,1666162870,1666164744,1666162874,1666162870
954,20221019,954,954,817,8,1,0,1666164677,0,706,174573121,45907047,174588785,45913172,174571604,45906220,1666162904,1666162915,1666163383,1666162868,1666163904,1666162879,1666162868
955,20221019,955,955,818,6,1,0,1666165064,0,707,174939940,46043084,174951451,46060658,174941772,46041660,1666162975,1666162981,1666163333,1666162952,1666164378,1666162964,1666162952
956,20221019,956,956,819,4,1,0,1666165225,0,708,174564025,45830710,174580532,45824333,174578808,45812386,1666163204,1666163249,1666164002,1666163177,1666164788,1666163196,1666163177
957,20221019,957,957,168,13,1,0,1666166856,0,25,174576113,45891251,174562624,45876927,174579965,45904036,1666164951,1666164956,1666165473,1666163255,1666166069,1666163263,1666163255
958,20221019,958,958,820,3,1,0,1666166164,0,709,174551551,45921425,174542420,45919725,174555223,45921198,1666164494,1666164503,1666164739,1666163983,1666165307,1666164005,1666163983
4095,20221019,4089,4095,859,13,0,0,1666158691,0,847,174577191,45890977,174570029,45885021,0,0,1666157061,0,0,1666156876,0,1666156892,1666156876
4096,20221019,4090,4096,2345,2,1,0,1666159218,0,761,174526117,45865954,174550285,45848058,174525738,45872582,1666157414,1666157436,1666158014,1666157110,1666158915,1666157119,1666157110
4097,20221019,4091,4097,509,7,1,0,1666159173,0,1776,174584718,45872453,174587118,45857934,174582503,45873309,1666157445,1666157458,1666157767,1666157363,1666158336,1666157382,1666157363
4098,20221019,4092,4098,2346,2,1,0,1666159330,0,594,174556750,45865320,174545921,45878841,174560073,45864486,1666157865,1666157872,1666158186,1666157148,1666159071,1666157528,1666157148
4099,20221019,4093,4099,2347,17,1,0,1666159702,0,349,174595520,45871180,174596401,45881331,174596136,45871330,1666158021,1666158037,1666158303,1666157888,1666159414,1666157903,1666157888
4100,20221019,4094,4100,385,11,1,0,1666159754,0,806,174536161,45885839,174542722,45898209,174536467,45887604,1666157984,1666157995,1666158225,1666157941,1666159038,1666157954,1666157941
4101,20221019,4095,4101,1816,6,1,0,1666159887,0,1777,174941470,46051639,174930885,46055653,174942804,46051316,1666158116,1666158121,1666158651,1666158086,1666159081,1666158091,1666158086
4102,20221019,4096,4102,1183,18,1,0,1666160095,0,186,174566617,45769654,174566988,45777065,174568079,45766513,1666158325,1666158332,1666158566,1666158293,1666158747,1666158295,1666158293
4103,20221019,4097,4103,1363,7,1,0,1666160420,0,1061,174577760,45858344,174591472,45853195,174581315,45865575,1666158651,1666158663,1666159288,1666158614,1666160171,1666158622,1666158614
4104,20221019,4098,4104,2348,5,1,0,1666160501,0,84,174555279,45894856,174545211,45889834,174556732,45895465,1666159064,1666159084,1666159170,1666158688,1666159625,1666158701,1666158688
4105,20221019,4099,4105,41,0,1,0,1666160649,0,507,174572540,45860748,174569338,45858329,174577385,45863381,1666159004,1666159009,1666159590,1666158574,1666160008,1666158845,1666158574
4106,20221019,4100,4106,897,6,1,0,1666160901,0,1210,174946851,46054215,174960563,46051766,174942146,46052262,1666159105,1666159463,1666159724,1666159093,1666160076,1666159102,1666159093
4107,20221019,4101,4107,651,9,1,0,1666162440,0,649,174650698,45880073,174676355,45870991,174648435,45876262,1666160721,1666160730,1666161280,1666160332,1666162328,1666160342,1666160332
4108,20221019,4102,4108,2349,5,1,0,1666162330,0,228,174552932,45897803,174531808,45892470,174555790,45895428,1666160684,1666160724,1666161310,1666160465,1666162149,1666160470,1666160465
4109,20221019,4103,4109,687,18,1,0,1666163637,0,469,174569170,45764670,174565666,45767008,174567205,45766261,1666161865,1666161876,1666162266,1666161826,1666162399,1666161837,1666161826
4110,20221019,4104,4110,2350,2,1,0,1666165202,0,1778,174542840,45857980,174522690,45880499,174545158,45877418,1666162034,1666162046,1666162693,1666161893,1666164139,1666161903,1666161893
4111,20221019,4105,4111,2351,2,1,0,1666163541,0,246,174525837,45860907,174541005,45863886,174527756,45853414,1666161944,1666161949,1666162220,1666161736,1666162927,1666161741,1666161736
4112,20221019,4106,4112,37,15,1,0,1666163983,0,158,174545773,45875950,174538703,45872117,174535940,45879726,1666162214,1666162225,1666162574,1666162168,1666163223,1666162184,1666162168
4113,20221019,4107,4113,2352,18,1,0,1666163999,0,1779,174572219,45765106,174569766,45763306,174572567,45769928,1666162225,1666162232,1666162822,1666162194,1666163384,1666162200,1666162194
4114,20221019,4108,4114,1939,6,1,0,1666164266,0,1459,174941795,46061919,174954198,46046577,174939849,46062670,1666162495,1666162519,1666163315,1666162403,1666163995,1666162467,1666162403
4115,20221019,4109,4115,920,0,1,0,1666164544,0,662,174583210,45863450,174576928,45870456,174577052,45862272,1666162814,1666162824,1666163116,1666162743,1666163493,1666162745,1666162743
4116,20221019,4110,4116,2312,2,1,0,1666166465,0,1780,174522756,45860298,174483179,45879639,174516052,45864512,1666163174,1666163196,1666163431,1666163091,1666164637,1666163151,1666163091
4117,20221019,4111,4117,684,0,1,0,1666166916,0,1339,174535931,45877058,174524719,45884217,174545026,45877797,1666164014,1666164036,1666164982,1666163283,1666165976,1666163321,1666163283
7388,20221019,7368,7388,215,9,1,0,1666159587,0,1825,174595452,45871049,174586333,45893317,174599926,45871257,1666157421,1666157444,1666157721,1666157185,1666158665,1666157190,1666157185
7389,20221019,7369,7389,2389,9,1,0,1666159036,0,2133,174595611,45871124,174606586,45869053,174596014,45871188,1666157481,1666157495,1666158045,1666157227,1666158573,1666157236,1666157227
7390,20221019,7370,7390,3065,9,1,0,1666159345,0,620,174607415,45874819,174573893,45884257,174606893,45871286,1666157451,1666157456,1666157689,1666157244,1666158914,1666157246,1666157244
7391,20221019,7371,7391,750,9,1,0,1666159090,0,942,174648380,45874811,174647339,45870223,174647683,45879638,1666157571,1666157581,1666158652,1666157268,1666158910,1666157293,1666157268
7392,20221019,7372,7392,1457,5,1,0,1666159352,0,379,174563236,45885886,174554199,45889489,174552527,45886417,1666157595,1666157610,1666158247,1666157543,1666158572,1666157552,1666157543
7393,20221019,7373,7393,1833,7,1,0,1666159710,0,2176,174575122,45856224,174574183,45858503,174571120,45857816,1666157931,1666157939,1666158419,1666157906,1666158574,1666157911,1666157906
7394,20221019,7374,7394,3117,7,1,0,1666160475,0,426,174572517,45860696,174565116,45866404,174571326,45860421,1666158681,1666158751,1666159362,1666158666,1666160194,1666158677,1666158666
7395,20221019,7375,7395,3086,9,1,0,1666161227,0,704,174585237,45902158,174575807,45878884,174587160,45897818,1666158951,1666158965,1666159405,1666158822,1666161664,1666158831,1666158822
7396,20221019,7376,7396,3118,6,1,0,1666160889,0,1343,174946075,46052674,174926929,46050639,174946083,46052476,1666159135,1666159151,1666159389,1666159081,1666159708,1666159105,1666159081
7397,20221019,7377,7397,2463,5,1,0,1666160907,0,1112,174566900,45893090,174587046,45892934,174564246,45890502,1666159184,1666159189,1666159338,1666159097,1666159757,1666159107,1666159097
7398,20221019,7378,7398,1720,8,1,0,1666161497,0,1296,174578080,45898690,174573618,45917667,174578370,45899037,1666159941,1666159948,1666160124,1666159673,1666160645,1666159697,1666159673
7399,20221019,7379,7399,580,15,1,0,1666161795,0,932,174545997,45872490,174560584,45875913,174545367,45875566,1666160084,1666160092,1666160631,1666159934,1666161318,1666159936,1666159934
7400,20221019,7380,7400,220,9,1,0,1666161995,0,1699,174649067,45879192,174648653,45874790,174648199,45874655,1666160541,1666160544,1666160824,1666160186,1666161058,1666160199,1666160186
7401,20221019,7381,7401,1841,18,1,0,1666162109,0,124,174564900,45779670,174561783,45774823,174566739,45769801,1666160335,1666160348,1666161789,1666160301,1666162017,1666160312,1666160301
7402,20221019,946,7402,2677,3,1,0,1666162600,0,292,174556330,45902660,174550218,45920725,174544410,45903840,1666161014,1666161039,1666161433,1666160785,1666162165,1666160800,1666160785
7403,20221019,7382,7403,2344,15,1,0,1666164182,0,1464,174545650,45872960,174532561,45867865,174545166,45865526,1666161794,1666161829,1666162143,1666161661,1666163575,1666161663,1666161661
7404,20221019,7383,7404,814,0,1,0,1666164425,0,175,174545439,45874835,174549776,45894555,174544207,45878003,1666162094,1666162139,1666162523,1666161844,1666163505,1666161847,1666161844
7405,20221019,7384,7405,2112,0,1,0,1666165800,1,225,174567237,45858900,174592680,45871114,174574248,45858553,1666162934,1666162940,1666163514,1666162070,1666165252,1666162088,1666162070
7406,20221019,7385,7406,550,0,1,0,1666164190,0,94,174546956,45880376,174545933,45876436,174548969,45885489,1666162454,1666162464,1666162862,1666162389,1666163230,1666162391,1666162389
7407,20221019,7386,7407,168,5,1,0,1666164321,0,817,174549036,45884292,174542353,45893239,174566606,45890398,1666162604,1666162608,1666162981,1666162512,1666163601,1666162522,1666162512
7408,20221019,7387,7408,793,6,1,0,1666164652,0,2246,174945346,46053261,174945456,46051590,174947918,46052427,1666162855,1666162877,1666163396,1666162843,1666163585,1666162852,1666162843
7409,20221019,7388,7409,1315,7,1,0,1666165217,0,1512,174577055,45873171,174570185,45859608,174585818,45864968,1666163421,1666163426,1666164057,1666163404,1666164874,1666163417,1666163404
7410,20221019,7389,7410,1421,6,1,0,1666165660,0,2241,174939130,46043190,174963731,46043506,174941895,46041713,1666163545,1666163554,1666163949,1666163485,1666164999,1666163500,1666163485
7411,20221019,7390,7411,2818,0,1,0,1666165721,0,172,174582024,45864073,174592897,45871286,174578636,45858158,1666164284,1666164290,1666165261,1666163908,1666166043,1666163924,1666163908
10651,20221019,10619,10651,1857,5,1,0,1666159188,0,2237,174556450,45898838,174545852,45920476,174550204,45898249,1666157295,1666157304,1666158078,1666156838,1666158737,1666156851,1666156838
10652,20221019,10620,10652,1826,5,1,0,1666159106,0,147,174554750,45894980,174557675,45898602,174552852,45897176,1666157445,1666157455,1666157919,1666157298,1666158350,1666157326,1666157298
10653,20221019,10621,10653,843,19,1,0,1666159458,0,1671,174559520,45905340,174569719,45900061,174566681,45895017,1666157685,1666157809,1666158290,1666157485,1666158661,1666157659,1666157485
10654,20221019,10622,10654,288,7,1,0,1666159618,0,502,174579470,45862770,174581546,45842654,174577161,45862705,1666158075,1666158088,1666158226,1666157807,1666159438,1666157819,1666157807
10655,20221019,10623,10655,3527,7,1,0,1666159899,0,824,174559783,45863367,174557260,45857267,174563885,45859808,1666158111,1666158129,1666158551,1666158072,1666158947,1666158099,1666158072
10656,20221019,10624,10656,305,11,1,0,1666160641,0,162,174527315,45881956,174538369,45911447,174541746,45890319,1666158464,1666158509,1666158993,1666158235,1666159874,1666158293,1666158235
10657,20221019,10625,10657,2388,8,1,0,1666161318,0,663,174567942,45907310,174590015,45893519,174571468,45907315,1666159364,1666159405,1666159706,1666159212,1666160227,1666159223,1666159212
10658,20221019,10626,10658,1555,6,1,0,1666161543,0,2241,174939130,46043190,174938729,46044636,174940832,46043291,1666159765,1666159782,1666159992,1666159736,1666160319,1666159742,1666159736
10659,20221019,10627,10659,1388,7,1,0,1666162680,0,1292,174572580,45860863,174567638,45844004,174578898,45866969,1666160901,1666160911,1666161678,1666160855,1666162751,1666160881,1666160855
10660,20221019,10628,10660,2567,9,1,0,1666163252,0,1418,174578392,45898373,174589410,45886210,174585773,45898117,1666160991,1666161006,1666161245,1666160897,1666162296,1666160914,1666160897
10661,20221019,10629,10661,760,0,1,0,1666163139,0,1264,174548682,45849298,174557038,45869878,174543617,45852275,1666161404,1666161445,1666161805,1666160988,1666162521,1666161039,1666160988
10662,20221019,10630,10662,3528,9,1,0,1666163271,0,321,174650419,45875732,174624696,45872670,174648643,45878921,1666161561,1666161568,1666161852,1666161103,1666162588,1666161111,1666161103
10663,20221019,10631,10663,161,15,1,0,1666162911,0,543,174548301,45872351,174537404,45873284,174544360,45882284,1666161134,1666161157,1666162211,1666161099,1666162643,1666161114,1666161099
10664,20221019,10632,10664,3529,4,0,0,1666163661,0,1124,174600184,45862795,174622077,45848588,0,0,1666161764,0,0,1666161260,0,1666161264,1666161260
10665,20221019,10633,10665,210,0,1,0,1666163953,0,369,174567864,45857425,174538398,45872582,174572450,45860192,1666161824,1666161894,1666162204,1666161538,1666164200,1666161554,1666161538
10666,20221019,10634,10666,498,15,1,0,1666163505,0,158,174545773,45875950,174545064,45879818,174542161,45864548,1666161734,1666161757,1666162201,1666161698,1666162409,1666161705,1666161698
10667,20221019,10635,10667,1279,1,1,0,1666163765,0,1066,174531133,45905887,174523085,45893545,174530855,45906055,1666162034,1666162039,1666162261,1666161834,1666162779,1666161845,1666161834
10668,20221019,10636,10668,582,9,1,0,1666163342,0,342,174644091,45871022,174646746,45872265,174650206,45874836,1666162041,1666162050,1666162591,1666161541,1666162697,1666161543,1666161541
10669,20221019,10637,10669,757,5,1,0,1666163997,0,208,174555813,45896070,174543194,45887023,174552950,45896444,1666162364,1666162374,1666162980,1666162195,1666163917,1666162198,1666162195
10670,20221019,10638,10670,428,0,1,0,1666165177,0,1952,174549408,45850078,174544540,45831605,174554346,45851326,1666163624,1666163632,1666164146,1666163376,1666165023,1666163381,1666163376
10671,20221019,10639,10671,3530,2,1,0,1666165580,0,455,174556210,45866440,174569701,45880779,174555869,45866154,1666163534,1666163537,1666163858,1666163469,1666166058,1666163480,1666163469
10672,20221019,10640,10672,2386,0,1,0,1666175400,1,1021,174580196,45880733,174573742,45867464,174577588,45878096,1666172716,1666172733,1666174218,1666163554,1666175848,1666163557,1666163554
13854,20221019,13794,13854,30,6,1,0,1666158678,0,194,174939130,46043190,174939178,46046643,174940679,46042893,1666156886,1666156893,1666157261,1666156877,1666158335,1666156879,1666156877
13856,20221019,13796,13856,2464,6,1,0,1666158699,0,688,174947882,46051327,174948917,46054857,174939684,46043298,1666156908,1666156914,1666157775,1666156886,1666158242,1666156903,1666156886
13857,20221019,13797,13857,1352,2,1,0,1666159707,0,766,174556038,45865852,174529435,45864160,174558495,45861978,1666157625,1666157641,1666158320,1666157579,1666159845,1666157608,1666157579
13858,20221019,13798,13858,2337,15,1,0,1666160108,0,1000,174545627,45873329,174533153,45870098,174544857,45876334,1666158314,1666158321,1666159542,1666158159,1666160040,1666158308,1666158159
13859,20221019,931,13859,3354,0,1,0,1666159833,0,662,174583210,45863450,174595484,45856403,174569986,45859785,1666158434,1666158441,1666159247,1666158025,1666159871,1666158034,1666158025
13860,20221019,13799,13860,2389,4,1,0,1666160343,0,261,174599400,45853197,174602363,45851114,174598464,45858277,1666159064,1666159070,1666159356,1666158536,1666159558,1666158544,1666158536
13861,20221019,13800,13861,1564,18,1,0,1666160720,0,773,174573831,45769464,174581001,45769155,174570105,45763122,1666158925,1666158934,1666159576,1666158884,1666159921,1666158920,1666158884
13862,20221019,13801,13862,1147,0,0,0,1666161790,0,2864,174545832,45873372,174546084,45873391,0,0,1666159424,0,0,1666159083,0,1666159091,1666159083
13863,20221019,13802,13863,1236,4,1,0,1666161566,0,1556,174540970,45835460,174523249,45820039,174539597,45832559,1666159844,1666159876,1666160734,1666159464,1666161830,1666159470,1666159464
13864,20221019,13803,13864,255,14,1,0,1666161542,0,882,174593601,45885025,174589374,45902434,174593599,45884993,1666159761,1666159769,1666160041,1666159738,1666160493,1666159743,1666159738
13865,20221019,13804,13865,157,5,1,0,1666161737,0,360,174553042,45898392,174548057,45893320,174553420,45898283,1666160024,1666160032,1666160261,1666159932,1666160626,1666159938,1666159932
13866,20221019,13805,13866,46,7,1,0,1666162090,0,44,174572316,45859811,174564051,45860975,174569924,45855599,1666160444,1666160474,1666160865,1666160284,1666161131,1666160290,1666160284
13867,20221019,13806,13867,707,0,1,0,1666162130,0,1034,174570875,45869364,174566614,45881940,174572967,45871917,1666160714,1666160726,1666161188,1666160243,1666161761,1666160332,1666160243
13868,20221019,13807,13868,3035,0,1,0,1666162761,0,222,174575047,45856483,174574782,45838235,174570941,45858718,1666161044,1666161051,1666161249,1666160835,1666161749,1666160964,1666160835
13869,20221019,13808,13869,592,6,1,0,1666162943,0,707,174939940,46043084,174939423,46042226,174944753,46051088,1666161145,1666161153,1666162624,1666161132,1666163026,1666161143,1666161132
13870,20221019,13809,13870,21,6,1,0,1666163461,0,916,174939227,46043753,174941790,46050948,174938748,46043521,1666161685,1666161698,1666162300,1666161653,1666162660,1666161664,1666161653
13871,20221019,13810,13871,3221,2,1,0,1666163364,0,2544,174527432,45863992,174524781,45850170,174532362,45861433,1666161764,1666161778,1666162866,1666161552,1666163383,1666161752,1666161552
13872,20221019,13811,13872,99,12,1,0,1666163854,0,1246,174541741,45882724,174546989,45891303,174547129,45881974,1666162124,1666162133,1666162578,1666162047,1666163174,1666162055,1666162047
13873,20221019,13812,13873,897,6,1,0,1666163859,0,1506,174935326,46056174,174949399,46052063,174940612,46055526,1666162075,1666162088,1666162480,1666161985,1666163152,1666162062,1666161985
13874,20221019,13813,13874,1061,0,0,0,1666163891,0,420,174548314,45870851,174546073,45873245,0,0,1666162184,0,0,1666162051,0,1666162091,1666162051
13875,20221019,13814,13875,3784,0,1,0,1666165202,0,523,174584632,45863316,174583684,45824635,174584222,45859093,1666162244,1666162257,1666163427,1666162182,1666164291,1666162215,1666162182
13876,20221019,13815,13876,2060,5,1,0,1666165042,0,191,174556304,45887359,174552581,45904271,174565091,45895711,1666162364,1666162368,1666163654,1666162032,1666164645,1666162294,1666162032
13877,20221019,13816,13877,3785,5,1,0,1666165067,0,93,174552883,45896259,174520290,45905059,174553530,45892635,1666162514,1666162517,1666162865,1666162300,1666164106,1666162307,1666162300
13878,20221019,13817,13878,1949,9,1,0,1666164351,0,1443,174625648,45872996,174653570,45870590,174620062,45876252,1666162521,1666162534,1666162762,1666162239,1666163623,1666162253,1666162239
13879,20221019,13818,13879,2475,13,1,0,1666164760,0,2865,174582607,45885438,174586944,45902480,174579813,45880502,1666162911,1666162944,1666163300,1666162658,1666164537,1666162662,1666162658
13880,20221019,13819,13880,2019,0,1,0,1666165241,0,420,174548314,45870851,174553123,45853063,174545591,45877133,1666163234,1666163239,1666163647,1666162955,1666164716,1666162963,1666162955
13881,20221019,13820,13881,526,8,1,0,1666165604,0,463,174588126,45912607,174593681,45891489,174588131,45912995,1666163654,1666163670,1666163911,1666163496,1666164805,1666163508,1666163496
17112,20221019,17007,17112,888,5,1,0,1666159255,0,666,174552989,45903274,174527316,45911251,174552790,45897904,1666157204,1666157209,1666157507,1666157084,1666158553,1666157199,1666157084
17113,20221019,17008,17113,699,9,1,0,1666159346,0,338,174647161,45879340,174634340,45874786,174650396,45879126,1666157631,1666157642,1666157880,1666157536,1666159181,1666157551,1666157536
17115,20221019,17010,17115,1915,0,0,0,1666159844,0,172,174582024,45864073,174593668,45891473,0,0,1666157745,0,0,1666157419,0,1666157446,1666157419
17116,20221019,17011,17116,1256,1,1,0,1666159656,0,2668,174541822,45920254,174540398,45942708,174542814,45919755,1666157925,1666157938,1666158099,1666157733,1666159178,1666157736,1666157733
17117,20221019,17012,17117,2105,0,1,0,1666161354,0,386,174549538,45852904,174526501,45821664,174574159,45867126,1666157775,1666157779,1666158927,1666157747,1666159921,1666157755,1666157747
17118,20221019,17013,17118,2042,1,1,0,1666159614,0,464,174530389,45905822,174523430,45892904,174528689,45910320,1666158194,1666158201,1666158821,1666157799,1666159899,1666157815,1666157799
17119,20221019,17014,17119,2355,12,1,0,1666159782,0,1319,174544917,45891768,174551133,45890703,174551149,45890640,1666158075,1666158077,1666158977,1666157975,1666159338,1666157983,1666157975
17120,20221019,17015,17120,882,9,1,0,1666159884,0,1214,174591689,45876179,174601794,45871500,174585512,45872526,1666158351,1666158363,1666158546,1666158076,1666159336,1666158087,1666158076
17121,20221019,17016,17121,354,9,0,0,1666160167,0,1528,174634266,45879702,174617098,45878460,0,0,1666158531,0,0,1666158237,0,1666158250,1666158237
17122,20221019,17017,17122,757,5,1,0,1666160815,0,178,174553837,45898317,174539866,45882385,174552906,45896418,1666158734,1666158738,1666159114,1666158304,1666160335,1666158358,1666158304
17123,20221019,17018,17123,2779,0,1,0,1666160749,0,492,174535931,45877058,174523268,45896594,174545774,45876986,1666158734,1666158750,1666159259,1666158641,1666160164,1666158666,1666158641
17124,20221019,17019,17124,144,8,1,0,1666160758,0,401,174588194,45897498,174588290,45909271,174586103,45901597,1666158974,1666159008,1666159768,1666158955,1666160441,1666158958,1666158955
17125,20221019,17020,17125,2122,9,1,0,1666161148,0,751,174602374,45866326,174574320,45859370,174600570,45866087,1666159251,1666159255,1666159981,1666158964,1666160840,1666158989,1666158964
17126,20221019,17021,17126,983,17,1,0,1666161101,0,1432,174606981,45867478,174601452,45866283,174634252,45879153,1666159371,1666159406,1666159954,1666159023,1666160687,1666159293,1666159023
17127,20221019,17022,17127,2369,7,1,0,1666161856,0,1904,174585971,45846541,174573111,45844698,174587369,45846716,1666159341,1666159358,1666159990,1666158253,1666160622,1666159304,1666158253
17128,20221019,17023,17128,46,7,1,0,1666161388,0,1461,174569302,45859026,174569816,45855530,174568337,45859427,1666159611,1666159618,1666159887,1666159586,1666160470,1666159594,1666159586
17129,20221019,17024,17129,3524,3,1,0,1666161491,0,1437,174525727,45907695,174540900,45903140,174526851,45908269,1666159694,1666159702,1666160138,1666159661,1666160650,1666159691,1666159661
17130,20221019,17025,17130,2230,5,1,0,1666162045,0,15,174565946,45898786,174543166,45905591,174563348,45895668,1666160024,1666160046,1666160819,1666159759,1666161767,1666159765,1666159759
17131,20221019,17026,17131,2395,6,1,0,1666161776,0,2548,174946903,46053042,174947282,46056489,174946572,46053204,1666160005,1666160030,1666160920,1666159962,1666161107,1666159977,1666159962
17132,20221019,17027,17132,2488,15,1,0,1666173600,1,3069,174529820,45877394,174518349,45864101,174545469,45877340,1666170915,1666170929,1666172586,1666160407,1666173661,1666160417,1666160407
17133,20221019,17028,17133,1416,13,1,0,1666162833,0,748,174581300,45887570,174552097,45875863,174579141,45877549,1666160991,1666161007,1666161499,1666160606,1666162625,1666160613,1666160606
17134,20221019,17029,17134,841,2,1,0,1666162624,0,455,174556210,45866440,174548316,45850831,174557640,45870403,1666160744,1666160762,1666161068,1666160635,1666161891,1666160647,1666160635
